0.00,0.011649535,0.011649535,0.011649535
0.1,0.021519471,0.010153715,0.006459823
0.2,0.025260327,0.007378977,0.001435086
0.3,0.031450581,0.011740228,0.004844345
0.4,0.026924608,0.003370974,-0.004883022
0.5,0.046292462,0.027292229,0.019805519
0.6,0.048923501,0.015653987,0.00437184
0.7,0.068410463,0.03443134,0.022939873
0.8,0.072037289,0.023912367,0.009049639
0.9,0.081192569,0.031668659,0.016822338
1,0.066869823,0.011340322,-0.004527931
1.1,0.060135165,0.016994419,0.004662655
1.2,0.073380592,0.036180703,0.025605797
1.3,0.067601302,0.020907178,0.008303137
1.4,0.073811321,0.032843236,0.022086419
1.5,0.070638809,0.025655213,0.014324088
1.6,0.069638877,0.028186103,0.018202925
1.7,0.056604368,0.016773615,0.007636047
1.8,0.044700933,0.015869867,0.009814264
1.9,0.055947313,0.03691716,0.033447799
2,0.056896003,0.029614741,0.024235006
2.1,0.072148425,0.031957381,0.018197031
2.2,0.086812351,0.040489532,0.020491133
2.3,0.117038348,0.064857648,0.039058864
2.4,0.137004026,0.066838211,0.032704807
2.5,0.161471018,0.081656739,0.041806601
2.6,0.183714533,0.090557731,0.044548621
2.7,0.208440356,0.103791424,0.052583782
2.8,0.228489901,0.110393488,0.05399485
2.9,0.230056927,0.102228647,0.042041379
3,0.248290526,0.125014325,0.0648822
3.1,0.273551137,0.141424424,0.078260732
3.2,0.293795965,0.147677043,0.080659435
3.3,0.281896596,0.125846417,0.056460796
3.4,0.290863166,0.149780214,0.084400173
3.5,0.299409568,0.1562939,0.090734799
3.6,0.313936548,0.169472388,0.104144856
3.7,0.319618427,0.169085079,0.103090524
3.8,0.329913998,0.180282318,0.115616291
3.9,0.35591609,0.203361012,0.139284131
4,0.373450403,0.205812233,0.139674151
4.1,0.348772362,0.193991252,0.141883768
4.2,0.313241837,0.175021582,0.137396654
4.3,0.287685903,0.174277876,0.152594059
4.4,0.265766524,0.169060843,0.160687887
4.5,0.237919127,0.155189044,0.158961395
4.6,0.213463263,0.149310094,0.16587372
4.7,0.197772752,0.149343044,0.177462877
